pl_name,hostname,pl_letter,tic_id,pl_trandep,st_teff,st_logg,ra,dec,sy_dist,sy_tmag,Ratio,AB_Mag,Data_Size,Weight
GJ 676 A b,GJ 676 A,b,369021303,,3734,4.62,262.5448903,-51.6377777,16.0272,7.90696,9.34E-05,19.73104301,1.020378938,1
GJ 680 b,GJ 680,b,325624908,,3563,4.77,263.8072214,-48.6788427,9.67315,8.17647,9.37E-05,19.99669478,1.007862368,1
GJ 682 b,GJ 682,b,16909043,,3028,4.93,264.2610245,-44.3232519,5.00671,8.24607,8.72E-06,22.6441957,1.014683279,1
GJ 685 b,GJ 685,b,219780306,,3816,4.72,263.8960378,61.6793482,14.3155,8.16639,0.000109049,19.82179127,1.122332405,1
GJ 687 b,GJ 687,b,233193964,,3413,4.86,264.1041731,68.3336741,4.54939,6.848,5.44E-05,19.25826295,1.057352305,1
GJ 720 A b,GJ 720 A,b,122958010,,3837,4.71,278.8294172,45.7456038,15.5575,8.135181,0.000109049,19.79058227,1.006910377,1
GJ 724 b,GJ 724,b,424934357,,3799,4.88,280.238365,-13.3824997,16.9658,8.682,0.000144639,20.03073748,1.000018036,1
GJ 740 b,GJ 740,b,227642705,,3913,4.68,284.4997178,5.902867,11.1017,7.46819,0.000129376,18.93801086,1.001212697,1
GJ 806 b,GJ 806,b,239332587,0.097,3600,4.98,311.2697002,44.5002351,12.0445,8.72762,9.37E-05,20.54784478,1.012983493,1
GJ 832 b,GJ 832,b,139754153,,3472,4.79,323.3912616,-49.0125169,4.96435,6.68,7.27E-05,18.77596062,1.012964581,1
GJ 849 b,GJ 849,b,248027247,,3467,4.8,332.4229938,-4.6408317,8.80058,8.02198,7.27E-05,20.11794062,1.014764602,1
GJ 86 b,GJ 86,b,220017951,,5182,4.63,32.6224785,-50.8209945,10.7836,5.3588,0.007369336,12.4396837,1.017316182,1
GJ 876 b,GJ 876,b,188580272,,3293.74,4.87,343.3239737,-14.2665958,4.67517,7.57703,3.88E-05,20.3532933,1.022631325,1
GJ 887 b,GJ 887,b,155315739,,3688,4.78,346.4668274,-35.8530693,3.29,5.5664,0.000116934,17.14600423,1.012340505,1
GJ 896 A b,GJ 896 A,b,247985094,,3345,4.83,352.9700384,19.9370011,6.26022,7.79421,3.88E-05,20.5704733,1.009411697,1
GJ 9404 b,GJ 9404,b,328860504,,3811,4.63,184.8472095,28.3827126,23.8839,8.85,0.000109049,20.50540127,1.007394535,1
GJ 96 b,GJ 96,b,409527090,,3785,4.67,35.5624031,47.8802075,11.9315,7.64213,0.000109049,19.29753127,1.009168345,1
GJ 9689 b,GJ 9689,b,87942223,,3836,4.69,303.467731,13.3888921,30.6203,9.54885,0.000109049,21.20425127,1.001047988,1
GJ 9714 b,GJ 9714,b,92566472,,4263,4.62,315.4141767,-32.5250028,20.5121,8.0848,0.000273532,18.7417357,1.005749822,1
GJ 9827 b,GJ 9827,b,301289516,0.0586,4305,4.66,351.7717763,-1.2853435,29.661,9.0684,0.000273532,19.7253357,1.01377194,1
GPX-1 b,GPX-1,b,245392284,0.9,7000,4.27,38.3691648,56.025708,655.013,11.9004,0.109700867,16.04932939,1.002472563,1
GQ Lup b,GQ Lup,b,442623945,,4360,3.65,237.3003643,-35.6515055,151.169,10.3965,0.000309,20.92105698,1.010556308,1
GSC 06214-00210 b,GSC 06214-00210,b,50175254,,4200,4.37,245.4776921,-20.7193398,108.5,11.0754,0.00021274,22.00523203,1.000018036,1
GU Psc b,GU Psc,b,408263079,,4031.81,4.78,18.146485,17.0650029,47.5501,11.7605,0.000208341,22.71301892,1.018291843,1
Gaia-1 b,Gaia-1,b,11755687,,5470,4.44,90.6436658,-0.5771099,363.66,12.4821,0.014266481,18.84576241,1.000013284,1
Gaia-2 b,Gaia-2,b,147797743,1.631602,5720,4.37,110.7353308,67.2526565,209.229,10.7447,0.021058311,16.6855957,1.017425368,1
Gl 378 b,Gl 378,b,252470070,,3879,4.69,150.5865513,48.0824515,14.9545,8.25157,0.000129376,19.72139086,1.002472984,1
Gl 49 b,Gl 49,b,256419669,,3805,4.69,15.6687321,62.3454386,9.8528,7.59661,0.000109049,19.25201127,1.010321794,1
Gl 686 b,Gl 686,b,230241767,,3656,4.87,264.4764878,18.5959509,8.15728,7.69224,0.000116934,19.27184423,1.003425111,1
HAT-P-1 b,HAT-P-1,b,346338552,1.476,5980,4.36,344.4453632,38.674919,158.979,9.76031,0.034038056,15.17985266,1.007870998,1
HAT-P-11 b,HAT-P-11,b,28230919,0.43421,4780,4.66,297.7101763,48.0818635,37.7647,8.5077,0.002163516,16.91925435,1.045369842,1
HAT-P-12 b,HAT-P-12,b,198108326,1.977,4650,4.61,209.3886452,43.49331,142.751,11.7551,0.000947466,21.06314546,1.009725943,1
HAT-P-13 b,HAT-P-13,b,20096620,0.72577,5653,4.13,129.8823772,47.3519076,246.81,9.9596,0.02033222,15.93859255,1.001772221,1
HAT-P-14 b,HAT-P-14,b,101721385,0.65,6600,4.25,260.1161719,38.2421682,222.663,9.54417,0.069613668,14.18688825,1.01212351,1
HAT-P-15 b,HAT-P-15,b,353459965,1,5568,4.38,66.248142,39.460602,192.516,11.0878,0.017380802,17.23708,1.00221843,1
HAT-P-16 b,HAT-P-16,b,191284318,1.147,6158,4.34,9.5730343,42.4630961,226.637,10.374,0.045713657,15.47333964,1.010584939,1
HAT-P-17 b,HAT-P-17,b,266593143,1.5,5246,4.53,324.5359781,30.4881882,92.3831,9.7525,0.007369336,16.8333837,1.007084055,1
HAT-P-18 b,HAT-P-18,b,21744120,2.158476,4803,4.57,256.346376,33.0123251,161.4,11.733,0.002163516,20.14455435,1.00309565,1
HAT-P-19 b,HAT-P-19,b,267650535,2.148375,4962,4.57,9.5165832,34.7114025,202.078,11.9475,0.004275546,19.6194755,1.00814589,1
HAT-P-2 b,HAT-P-2,b,39903405,0.528928,6380,4.16,245.1514324,41.0479601,127.774,8.27468,0.055356059,13.16622163,1.007278762,1
HAT-P-20 b,HAT-P-20,b,26826078,0.9898,4595,4.63,111.9164295,24.3361185,71.0374,10.2832,0.000947466,19.59124546,1.019071088,1
HAT-P-21 b,HAT-P-21,b,17993892,0.9,5588,4.33,171.2749348,41.0280207,277.278,11.1065,0.017380802,17.25578,1.005631822,1
HAT-P-22 b,HAT-P-22,b,252479260,1.1,5302,4.36,155.6814593,50.1287115,81.7647,9.007,0.009409682,15.82251714,1.005485626,1
HAT-P-23 b,HAT-P-23,b,305243225,1.0536,5905,4.33,306.1239076,16.7621462,364.813,11.734,0.028341784,17.35238658,1.004582286,1
HAT-P-24 b,HAT-P-24,b,440777904,0.94,6373,4.27,108.8251171,14.2626064,415.344,11.3072,0.059731433,16.11614721,1.035540534,1
HAT-P-25 b,HAT-P-25,b,35022727,0.0161,5519,4.52,48.4354731,25.1973548,300.384,12.2192,0.014266481,18.58286241,1.010657264,1
HAT-P-26 b,HAT-P-26,b,420779000,0.54,5079,4.56,213.1565508,4.0594175,141.837,10.9016,0.00565356,18.27024957,1.001664247,1
HAT-P-27 b,HAT-P-27,b,461239485,1.43,5316,4.53,222.7673221,5.9473626,199.173,11.4063,0.009409682,18.22181714,1.001941128,1
HAT-P-28 b,HAT-P-28,b,53728859,1.4719,5680,4.36,13.0009159,34.728402,401.319,12.3396,0.021058311,18.2804957,1.002412421,1
HAT-P-29 b,HAT-P-29,b,250707118,0.86,6087,4.34,33.1310921,51.7787754,313.576,11.2791,0.039384015,16.54025457,1.007955741,1
HAT-P-3 b,HAT-P-3,b,311035838,1.2,5185,4.56,206.0940142,48.028565,134.554,10.7164,0.007369336,17.7972837,1.008491581,1
HAT-P-30 b,HAT-P-30,b,455135327,1.3,6304,4.36,123.9498431,5.8368669,213.985,9.93908,0.051569566,14.90755085,1.018711264,1
HAT-P-31 b,HAT-P-31,b,320798691,0.65,6065,4.26,271.5376722,26.4266061,344.05,11.0269,0.039384015,16.28805457,1.007667681,1
HAT-P-32 b,HAT-P-32,b,292152376,2.216,6001,4.22,31.0427614,46.6878512,289.205,10.7696,0.032622503,16.23526134,1.007906552,1
HAT-P-33 b,HAT-P-33,b,239154970,1.1,6446,4.15,113.1842383,33.8350214,396.11,10.7131,0.055356059,15.60464163,1.024832726,1
HAT-P-34 b,HAT-P-34,b,278348461,0.775,6442,4.21,303.1954355,18.1047776,249.325,9.87463,0.055356059,14.76617163,1.009371186,1
HAT-P-35 b,HAT-P-35,b,455096220,0.899457,6096,4.21,123.250703,4.7870288,506.965,11.8997,0.036980143,17.22923307,1.009156949,1
HAT-P-36 b,HAT-P-36,b,373693175,1.885,5620,4.42,188.2662048,44.9153672,294.419,11.6281,0.017380802,17.77738,1.005610495,1
HAT-P-37 b,HAT-P-37,b,267572272,1.899,5500,4.51,284.2960393,51.2691212,390.594,12.7678,0.014266481,19.13146241,1.029703656,1
HAT-P-38 b,HAT-P-38,b,285272237,0.995491,5330,4.37,35.3834942,32.2460441,255.206,11.7524,0.009409682,18.56791714,1.007905526,1
HAT-P-39 b,HAT-P-39,b,14770122,0.999,6430,4.07,113.7582526,17.8300283,697.004,11.8887,0.055356059,16.78024163,1.00979896,1
HAT-P-4 b,HAT-P-4,b,138294130,0.7798,5860,4.14,229.99122,36.229545,320.451,10.6506,0.028113151,16.27778072,1.007726761,1
HAT-P-40 b,HAT-P-40,b,199671901,0.65,6080,3.93,335.5129199,45.4573423,464.469,10.9726,0.036980143,16.30213307,1.016683574,1
HAT-P-41 b,HAT-P-41,b,398895470,1.1,6390,4.14,297.3226523,4.6724124,348.185,10.5523,0.055356059,15.44384163,1.002363852,1
HAT-P-42 b,HAT-P-42,b,270468559,0.796,5743,4.14,135.3443583,6.0970828,405.238,11.5598,0.02033222,17.53879255,1.027620476,1
HAT-P-43 b,HAT-P-43,b,468987719,1.7008,5693,4.38,128.9256885,10.2065866,528.825,12.7656,0.021058311,18.7064957,1.027774588,1
HAT-P-44 b,HAT-P-44,b,168699373,2.205,5295,4.46,213.1438604,47.0147826,347.85,12.4474,0.009409682,19.26291714,1.00734727,1
HAT-P-45 b,HAT-P-45,b,167227214,,6330,4.3,274.3732697,-3.3810594,298.64,11.6961,0.051569566,16.66457085,1.000018036,1
HAT-P-46 b,HAT-P-46,b,104866616,,6120,4.25,270.4441831,-2.97098,290.736,11.1323,0.036980143,16.46183307,1.000018036,1
HAT-P-49 b,HAT-P-49,b,99224131,0.63,6820,4.1,305.4413294,26.6926759,350.351,9.93225,0.083077222,14.38299962,1.0044337,1
HAT-P-5 b,HAT-P-5,b,76419763,1.2,5960,4.37,274.4055335,36.6214617,303.336,11.3998,0.034038056,16.81934266,1.015867751,1
HAT-P-50 b,HAT-P-50,b,17746821,0.655,6280,4.07,118.0634379,12.1393474,515.458,11.3155,0.049721384,16.32359651,1.034797739,1
HAT-P-51 b,HAT-P-51,b,61205803,1.852765,5453,4.43,21.0651251,32.8107,440.089,12.7628,0.014266481,19.12646241,1.002400608,1
HAT-P-52 b,HAT-P-52,b,436875934,1.446,5131,4.48,42.7217412,29.0222492,361.155,13.1361,0.00565356,20.50474957,1.009440668,1
HAT-P-53 b,HAT-P-53,b,189380158,1.374,5956,4.31,21.8711012,38.9681137,666.802,13.0942,0.034038056,18.51374266,1.000007052,1
HAT-P-54 b,HAT-P-54,b,284326455,2.755,4390,4.67,99.8979924,25.4824005,143.651,12.2341,0.000379086,22.53670945,1.019477902,1
HAT-P-55 b,HAT-P-55,b,311408969,1.690923,5804,4.36,264.2735096,25.7311468,511.388,12.658,0.024815205,18.42065988,1.007895447,1
HAT-P-56 b,HAT-P-56,b,84339983,1.1,6566,3.39,100.8480137,27.2521823,320.639,10.5136,0.059417258,15.32827302,1.020012724,1
HAT-P-57 b,HAT-P-57,b,317520667,0.94,6330,4.25,274.743418,10.5971968,279.86,10.1154,0.049721384,15.12349651,1.000018036,1
HAT-P-58 b,HAT-P-58,b,9443323,0.856144,6078,4.08,68.8465093,56.8682691,515.59,12.1957,0.036980143,17.52523307,1.003824016,1
HAT-P-59 b,HAT-P-59,b,229400092,1.013094,5678,4.36,292.4588212,62.5291892,265.471,11.2086,0.021058311,17.1494957,1.068979398,1
HAT-P-6 b,HAT-P-6,b,176899385,0.87,6570,4.22,354.7740917,42.4659866,275.358,9.995771,0.069613668,14.63848925,1.008208058,1
HAT-P-60 b,HAT-P-60,b,354469661,0.681,6212,3.91,28.2825719,52.0539209,233.22,9.17925,0.04291004,14.34730724,1.007959632,1
HAT-P-61 b,HAT-P-61,b,259506033,1.194495,5587,4.5,75.4801665,50.1311784,338.84,12.3824,0.017380802,18.53168,1.003660993,1
HAT-P-62 b,HAT-P-62,b,453064665,1.045684,5629,4.31,74.5043816,48.3008551,348.815,11.8889,0.017380802,18.03818,1.003730384,1
HAT-P-63 b,HAT-P-63,b,1635721458,,5400,4.43,279.7967696,-20.0242684,4483.05,19.2571,0.011614402,25.84406244,1.000018036,1
HAT-P-64 b,HAT-P-64,b,455036659,1.036,6457,4.07,68.9743955,2.4312732,651.897,12.1569,0.062624242,16.91449833,1.000266306,1
HAT-P-65 b,HAT-P-65,b,283419843,1.113996,5872,4.11,315.9054895,11.9893675,738.519,12.5375,0.028113151,18.16468072,1.00186995,1
HAT-P-66 b,HAT-P-66,b,137881699,0.644,6002,3.99,150.5726262,53.9508237,935.456,12.5119,0.032622503,17.97756134,1.00584356,1
HAT-P-67 b,HAT-P-67,b,198588220,0.737221,6406,3.85,256.6107279,44.7768849,371.686,9.63331,0.055356059,14.52485163,1.009407422,1
HAT-P-68 b,HAT-P-68,b,63189173,3.341,4508,4.62,118.4831501,23.9382192,202.152,12.8033,0.0005966,22.6135463,1.007455697,1
HAT-P-69 b,HAT-P-69,b,379929661,0.7627,7394,4.11,130.5056385,3.7105662,341.263,9.6129,0.132997348,13.55274709,1.014371655,1
HAT-P-7 b,HAT-P-7,b,424865156,0.6,6389,4.07,292.24719,47.9695429,341.079,10.0274,0.055356059,14.91894163,1.023465517,1
HAT-P-70 b,HAT-P-70,b,399870368,0.8443,8450,4.18,74.5523332,9.9979794,330.739,9.3371,0.248305393,12.59908916,1.001561986,1
HAT-P-8 b,HAT-P-8,b,188876052,0.83,6200,4.15,343.0414932,35.4471778,211.553,9.7758,0.04291004,14.94385724,1.007873625,1
HAT-P-9 b,HAT-P-9,b,371234684,1.144,6350,4.29,110.1685157,37.1405946,455.203,11.7946,0.051569566,16.76307085,1.008766176,1
HATS-1 b,HATS-1,b,219698950,1.636334,5870,4.4,175.5252399,-23.3548451,283.971,11.5122,0.028341784,17.13058658,1.013867275,1
HATS-10 b,HATS-10,b,126325985,,5880,4.39,294.3068385,-22.2044872,534.889,12.5192,0.028341784,18.13758658,1.000018036,1
HATS-11 b,HATS-11,b,11439959,1.3734,6563,4.19,289.4007603,-22.3900092,944.603,13.3735,0.069613668,18.01621825,1.000018036,1
HATS-12 b,HATS-12,b,11270200,0.4291,6357,4.36,289.202402,-19.3559227,746.138,12.2994,0.059731433,17.10834721,1.000018036,1
HATS-13 b,HATS-13,b,289793076,2.223602,5523,4.52,316.9614798,-26.0967205,421.855,13.163,0.014266481,19.52666241,1.015352743,1
HATS-14 b,HATS-14,b,29344935,1.485382,5346,4.48,313.2154754,-25.6873756,513.011,13.2366,0.009409682,20.05211714,1.015077676,1
HATS-15 b,HATS-15,b,271898990,,5311,4.45,311.0920041,-19.4375266,1139.55,14.0739,0.009409682,20.88941714,1.000018036,1
HATS-16 b,HATS-16,b,77044471,1.225042,5738,4.24,358.5588439,-30.0130385,757.044,13.2576,0.02033222,19.23659255,1.014176305,1
HATS-17 b,HATS-17,b,73717937,0.495,5846,4.42,192.1895676,-47.6136789,400.331,11.7528,0.024815205,17.51545988,1.015287894,1
HATS-18 b,HATS-18,b,14614418,2.045,5600,4.44,173.9574203,-29.1560639,624.368,13.3898,0.017380802,19.53908,1.014523719,1
HATS-2 b,HATS-2,b,413376180,2.036,5227,4.48,176.7388264,-22.5630097,341.925,12.7492,0.007369336,19.8300837,1.014138382,1
HATS-22 b,HATS-22,b,14661418,2.267538,4803,4.64,174.0098693,-29.5433642,229.518,12.4806,0.002163516,20.89215435,1.013837015,1
HATS-23 b,HATS-23,b,7088246,1.935799,5780,4.33,286.36675,-50.0673496,639.004,13.2851,0.024815205,19.04775988,1.005355161,1
HATS-24 b,HATS-24,b,380589029,1.854278,6125,4.37,268.8907069,-61.7474,494.182,12.2851,0.039384015,17.54625457,1.014609468,1
HATS-25 b,HATS-25,b,437333618,1.523,5715,4.35,207.9076746,-23.7812403,471.158,12.472,0.021058311,18.4128957,1.0149968,1
HATS-26 b,HATS-26,b,315002523,0.802761,6071,3.94,144.9268593,-28.5856004,861.843,12.4257,0.036980143,17.75523307,1.017369318,1
HATS-27 b,HATS-27,b,248111245,0.7766,6438,4.11,193.5524603,-46.5877159,816.988,12.3335,0.055356059,17.22504163,1.017561786,1
HATS-28 b,HATS-28,b,6663331,2.119246,5498,4.48,284.3997616,-49.1385126,535.383,13.2887,0.014266481,19.65236241,1.005400416,1
HATS-29 b,HATS-29,b,201604954,1.379303,5670,4.39,285.0965172,-54.8933408,353.891,11.9707,0.021058311,17.9115957,1.007789298,1
HATS-3 b,HATS-3,b,336732616,1,6351,4.22,312.4574879,-24.4286938,411.211,11.5232,0.055356059,16.41474163,1.0022899,1
HATS-30 b,HATS-30,b,281459670,1.515404,5943,4.42,5.618525,-59.9425892,342.14,11.6714,0.028341784,17.28978658,1.023640571,1
HATS-31 b,HATS-31,b,9385460,0.719875,6050,4,191.7028214,-24.4273897,773.974,12.5329,0.032622503,17.99856134,1.002390355,1
HATS-32 b,HATS-32,b,204317710,1.399406,5700,4.4,346.0750861,-21.2720168,745.116,13.7426,0.021058311,19.6834957,1.014232683,1
HATS-33 b,HATS-33,b,360742636,1.499272,5659,4.45,294.6336944,-55.3302692,248.46,11.2474,0.021058311,17.1882957,1.019264623,1
HATS-34 b,HATS-34,b,355703913,1.194516,5380,4.44,0.7744866,-62.4693167,508.842,13.183,0.011614402,19.76996244,1.016937528,1
HATS-35 b,HATS-35,b,339522221,1.234,6300,4.24,296.688442,-63.5656488,514.555,12.0457,0.049721384,17.05379651,1.002463169,1
HATS-36 b,HATS-36,b,119262291,1.3791,5950,4.4,291.4787013,-23.2028183,856.436,13.7805,0.028341784,19.39888658,1.000018036,1
HATS-37 A b,HATS-37 A,b,6036597,,5326,4.48,199.80183,-22.9868431,211.896,11.3876,0.009409682,18.20311714,1.00041412,1
HATS-38 b,HATS-38,b,168281028,0.327098,5732,4.3,154.2710615,-25.2762982,343.525,11.8134,0.021058311,17.7542957,1.00295825,1
HATS-39 b,HATS-39,b,112604564,1.086949,6572,4.16,112.4192251,-29.9379163,878.521,12.3213,0.069613668,16.96401825,1.009624108,1
HATS-4 b,HATS-4,b,59843967,1.640655,5403,4.51,94.1120914,-22.5468824,416.459,12.7632,0.011614402,19.35016244,1.010934268,1
HATS-40 b,HATS-40,b,172598832,0.501157,6460,3.92,100.5712467,-29.77678,1342.29,12.941,0.062624242,17.69859833,1.006718514,1
HATS-41 b,HATS-41,b,53750200,0.480416,6424,4.14,103.5173558,-27.0504156,737.668,12.2309,0.055356059,17.12244163,1.013894299,1
HATS-42 b,HATS-42,b,98283926,1.058529,6060,4.2,108.4523991,-33.4373462,800.377,13.1472,0.036980143,18.47673307,1.017181008,1
HATS-43 b,HATS-43,b,78055054,2.496455,5099,4.54,80.5382418,-30.9708179,362.273,12.8461,0.00565356,20.21474957,1.01320135,1
HATS-44 b,HATS-44,b,32499655,1.38524,5080,4.51,84.3267559,-27.9725758,446.035,13.5452,0.00565356,20.91384957,1.019970166,1
HATS-45 b,HATS-45,b,4616072,1.090619,6450,4.31,101.9942455,-21.9107112,772.11,12.8893,0.059731433,17.69824721,1.013475143,1
HATS-46 b,HATS-46,b,281541555,1.226408,5495,4.54,6.7026401,-56.3161021,453.808,13.0417,0.014266481,19.40536241,1.025373676,1
HATS-47 b,HATS-47,b,158297421,3.15109,4512,4.63,287.4844021,-49.6649424,300.67,13.6699,0.0005966,23.4801463,1.014497341,1
HATS-48 A b,HATS-48 A,b,201642601,1.376372,4546,4.59,288.6720048,-59.5793505,263.609,13.1686,0.0005966,22.9788463,1.014079003,1
HATS-49 b,HATS-49,b,281541545,1.288699,4405,4.6,6.6135927,-56.3442798,324.413,13.7813,0.000379086,24.08390945,1.003953255,1
HATS-5 b,HATS-5,b,139733308,1.316063,5304,4.53,67.2228465,-21.4820568,246.384,11.9012,0.009409682,18.71671714,1.011038653,1
HATS-50 b,HATS-50,b,301031110,,5990,4.41,300.4280761,-26.077564,756.742,13.4041,0.034038056,18.82364266,1.000018036,1
HATS-51 b,HATS-51,b,53458803,1.098717,5758,4.2,102.8474248,-29.0586551,389.57,11.8656,0.024020857,17.6635833,1.014037151,1
HATS-52 b,HATS-52,b,19684256,2.107,6010,4.45,140.0875894,-31.2692116,555.134,13.1758,0.034038056,18.59534266,1.009496548,1
HATS-53 b,HATS-53,b,157266693,1.865,5644,4.34,176.628323,-33.8600764,585.77,13.1648,0.017380802,19.31408,1.007218987,1
HATS-54 b,HATS-54,b,363851359,0.678,5621,4.2,200.6348641,-44.6888393,748.585,13.2755,0.017195232,19.43643447,1.010033436,1
HATS-55 b,HATS-55,b,114299824,1.208,6214,4.41,114.2833819,-32.7554188,609.838,12.9264,0.045713657,18.02573964,1.009511363,1
HATS-56 b,HATS-56,b,272213425,0.638,6536,3.95,180.165072,-45.7994559,564.409,11.1138,0.062624242,15.87139833,1.015361139,1
HATS-57 b,HATS-57,b,178289267,1.594,5587,4.48,60.9482779,-19.0568182,279.485,11.7076,0.017380802,17.85688,1.006696828,1
HATS-58 A b,HATS-58 A,b,21113347,0.773997,7175,4.29,186.7873036,-48.9784105,403.591,11.4007,0.128381673,15.37889696,1.015284516,1
HATS-59 b,HATS-59,b,437261733,1.431,5670,4.42,170.324325,-22.388177,642.884,13.2958,0.021058311,19.2366957,1.004670079,1
HATS-6 b,HATS-6,b,33521996,3.23,3724,4.68,88.1468079,-19.0316268,169.318,13.3383,9.34E-05,25.16238301,1.017548573,1
HATS-60 b,HATS-60,b,145750719,0.489,5688,4.15,341.3640336,-14.9917747,486.474,12.0213,0.02033222,18.00029255,1.00977102,1
HATS-61 b,HATS-61,b,44745133,0.365,5542,4.03,61.6578005,-25.3496674,679.761,12.5757,0.014066748,18.95467026,1.006125434,1
HATS-62 b,HATS-62,b,336732544,,5416,4.45,312.4493079,-24.303506,523.067,13.3102,0.011614402,19.89716244,1.00001142,1
HATS-63 b,HATS-63,b,178879588,1.251752,5627,4.35,67.418582,-28.1972149,623.232,13.2554,0.017380802,19.40468,1.014097701,1
HATS-64 b,HATS-64,b,189625051,0.507376,6554,3.98,144.2876092,-29.800444,1080.15,12.487,0.069613668,17.12971825,1.009555806,1
HATS-65 b,HATS-65,b,169504920,,6277,4.3,292.9397825,-26.7402021,493.32,11.9801,0.051569566,16.94857085,1.000018036,1
HATS-66 b,HATS-66,b,52689469,0.543303,6626,4.06,101.3948048,-33.8816918,1477.98,13.6373,0.069613668,18.28001825,1.014068462,1
HATS-67 b,HATS-67,b,272212970,1.345,6594,4.28,180.2087883,-46.1364201,960.109,13.174,0.074677995,17.74047291,1.009967548,1
HATS-68 b,HATS-68,b,322307342,0.572932,6147,4.08,15.006077,-58.9047242,603.955,11.7806,0.036980143,17.11013307,1.019596088,1
HATS-69 b,HATS-69,b,467971286,1.314459,5137,4.5,289.2974275,-60.8917599,414.537,13.191,0.00565356,20.55964957,1.009627611,1
HATS-7 b,HATS-7,b,220029715,0.488792,4985,4.54,208.8567465,-21.2078587,240.707,12.4284,0.004275546,20.1003755,1.014417156,1
HATS-70 b,HATS-70,b,98545929,0.435833,7930,4.17,109.1045212,-31.2443947,1458.83,12.4539,0.199935907,15.95112755,1.017947754,1
HATS-71 b,HATS-71,b,234523599,5.227899,3405,4.77,15.5518893,-61.7561333,140.225,14.1266,5.44E-05,26.53686295,1.014732171,1
HATS-72 b,HATS-72,b,188570092,1.371,4656.1,4.59,339.0258401,-17.0003046,127.589,11.3875,0.001455741,20.22924461,1.001653248,1
HATS-74 A b,HATS-74 A,b,219189765,3.573647,3776.9,4.7,171.0147921,-19.5569588,299.389,14.7599,0.000109049,26.41530127,1.009256662,1
HATS-75 b,HATS-75,b,44737596,2.633991,3790.4,4.68,60.9493919,-25.4089214,194.964,13.8231,0.000109049,25.47850127,1.008300509,1
HATS-76 b,HATS-76,b,170849515,3.294513,4016,4.67,70.3397665,-32.3204175,385.689,14.857,0.000148844,26.17462611,1.007613535,1
HATS-77 b,HATS-77,b,11561667,4.145022,4071,4.64,149.8236672,-27.3928174,436.176,14.9181,0.000174727,26.06165572,1.008877183,1
HATS-8 b,HATS-8,b,96847781,,5679,4.39,294.9416887,-25.7483655,794.637,13.8205,0.021058311,19.7613957,1.000018036,1
HATS-9 b,HATS-9,b,12611594,0.847,5599,4.1,290.8101704,-20.1663771,638.7,12.5866,0.017195232,18.74753447,1.000018036,1
HD 100546 b,HD 100546,b,280773136,,10500,4.33,173.3555116,-70.1947897,109.677,6.6634,0.611490474,8.946880299,1.006006272,1
HD 100655 b,HD 100655,b,156942082,,4891,2.79,173.7653631,20.441541,137.178,5.59198,0.002473773,13.85803491,1.003046693,1
HD 100777 b,HD 100777,b,49427341,,5533,4.32,173.9646303,-4.7555425,49.5336,7.7645,0.014266481,14.12816241,1.010445492,1
HD 101930 b,HD 101930,b,267399515,,5108,4.33,175.875608,-58.0053798,30.0274,7.4165,0.00565356,14.78514957,1.011271215,1
HD 102117 b,HD 102117,b,267519701,,5655,4.29,176.2097267,-58.7040134,39.5792,6.8219,0.021058311,12.7627957,1.002331318,1
HD 102195 b,HD 102195,b,397024052,,5301,4.49,176.4254063,2.8209912,29.3386,7.3319,0.009409682,14.14741714,1.010038483,1
HD 102272 b,HD 102272,b,82605074,,4790,2.58,176.5980316,14.1240201,347.097,7.8017,0.001342439,16.73141793,1.004867165,1
HD 102329 b,HD 102329,b,325254372,,4745,2.96,176.6941567,3.4742143,217.107,6.9588,0.001129734,16.07581451,1.003456449,1
HD 102365 b,HD 102365,b,454082369,,5630,4.57,176.6208003,-40.4986211,9.2894,4.2702,0.017380802,10.41948,1.075108815,1
HD 102843 b,HD 102843,b,78290210,,5436,4.46,177.5854673,-1.2522989,62.758,8.5594,0.011614402,15.14636244,1.001944616,1
HD 102956 b,HD 102956,b,137810576,,4985,3.38,177.8436988,57.6406584,121.89,7.03923,0.004067159,14.76545666,1.00490869,1
